ward_id,ward_name,province_id
20703058,Xã Ba Bể,215
20703059,Xã Chợ Rã,215
20703060,Xã Phúc Lộc,215
20703061,Xã Thượng Minh,215
20703062,Xã Đồng Phúc,215
20713063,Xã Yên Bình,215
20705064,Xã Bằng Vân,215
20705065,Xã Ngân Sơn,215
20705066,Xã Nà Phặc,215
20705067,Xã Hiệp Lực,215
20707068,Xã Nam Cường,215
20707069,Xã Quảng Bạch,215
20707070,Xã Yên Thịnh,215
20707071,Xã Chợ Đồn,215
20707072,Xã Yên Phong,215
20707073,Xã Nghĩa Tá,215
20711074,Xã Phủ Thông,215
20711075,Xã Cẩm Giàng,215
20711076,Xã Vĩnh Thông,215
20711077,Xã Bạch Thông,215
20701078,Xã Phong Quang,215
20701079,Phường Đức Xuân,215
20701080,Phường Bắc Kạn,215
20709081,Xã Văn Lang,215
20709082,Xã Cường Lợi,215
20709083,Xã Na Rì,215
20709084,Xã Trần Phú,215
20709085,Xã Côn Minh,215
20709086,Xã Xuân Dương,215
20713087,Xã Tân Kỳ,215
20713088,Xã Thanh Mai,215
20713089,Xã Thanh Thịnh,215
20713090,Xã Chợ Mới,215
21507091,Xã Sảng Mộc,215
20705092,Xã Thượng Quan,215
20903001,Xã Thất Khê,209
20903002,Xã Đoàn Kết,209
20903003,Xã Tân Tiến,209
20903004,Xã Tràng Định,209
20903005,Xã Quốc Khánh,209
20903006,Xã Kháng Chiến,209
20903007,Xã Quốc Việt,209
20907008,Xã Bình Gia,209
20907009,Xã Tân Văn,209
20907010,Xã Hồng Phong,209
20907011,Xã Hoa Thám,209
20907012,Xã Quý Hoà,209
20907013,Xã Thiện Hoà,209
20907014,Xã Thiện Thuật,209
20907015,Xã Thiện Long,209
20909016,Xã Bắc Sơn,209
20909017,Xã Hưng Vũ,209
20909018,Xã Vũ Lăng,209
20909019,Xã Nhất Hoà,209
20909020,Xã Vũ Lễ,209
20909021,Xã Tân Tri,209
20911022,Xã Văn Quan,209
20911023,Xã Điềm He,209
20911024,Xã Tri Lễ,209
20911025,Xã Yên Phúc,209
20911026,Xã Tân Đoàn,209
20913027,Xã Khánh Khê,209
20905028,Xã Na Sầm,209
20905029,Xã Văn Lãng,209
20905030,Xã Hội Hoan,209
20905031,Xã Thụy Hùng,209
20905032,Xã Hoàng Văn Thụ,209
20915033,Xã Lộc Bình,209
20915034,Xã Mẫu Sơn,209
20915035,Xã Na Dương,209
20915036,Xã Lợi Bác,209
20915037,Xã Thống Nhất,209
20915038,Xã Xuân Dương,209
20915039,Xã Khuất Xá,209
20919040,Xã Đình Lập,209
20919041,Xã Châu Sơn,209
20919042,Xã Kiên Mộc,209
20919043,Xã Thái Bình,209
20921044,Xã Hữu Lũng,209
20921045,Xã Tuấn Sơn,209
20921046,Xã Tân Thành,209
20921047,Xã Vân Nham,209
20921048,Xã Thiện Tân,209
20921049,Xã Yên Bình,209
20921050,Xã Hữu Liên,209
20921051,Xã Cai Kinh,209
20917052,Xã Chi Lăng,209
20917053,Xã Nhân Lý,209
20917054,Xã Chiến Thắng,209
20917055,Xã Quan Sơn,209
20917056,Xã Bằng Mạc,209
20917057,Xã Vạn Linh,209
20913058,Xã Đồng Đăng,209
20913059,Xã Cao Lộc,209
20913060,Xã Công Sơn,209
20913061,Xã Ba Sơn,209
20901062,Phường Tam Thanh,209
20901063,Phường Lương Văn Tri,209
20913064,Phường Kỳ Lừa,209
20901065,Phường Đông Kinh,209
21701001,Phường Việt Trì,217
21701002,Phường Nông Trang,217
21701003,Phường Thanh Miếu,217
21701004,Phường Vân Phú,217
21701005,Xã Hy Cương,217
21721006,Xã Lâm Thao,217
21721007,Xã Xuân Lũng,217
21721008,Xã Phùng Nguyên,217
21721009,Xã Bản Nguyên,217
21703010,Phường Phong Châu,217
21703011,Phường Phú Thọ,217
21703012,Phường Âu Cơ,217
21711013,Xã Phù Ninh,217
21711014,Xã Dân Chủ,217
21711015,Xã Phú Mỹ,217
21711016,Xã Trạm Thản,217
21711017,Xã Bình Phú,217
21709018,Xã Thanh Ba,217
21709019,Xã Quảng Yên,217
21709020,Xã Hoàng Cương,217
21709021,Xã Đông Thành,217
21709022,Xã Chí Tiên,217
21709023,Xã Liên Minh,217
21705024,Xã Đoan Hùng,217
21705025,Xã Tây Cốc,217
21705026,Xã Chân Mộng,217
21705027,Xã Chí Đám,217
21705028,Xã Bằng Luân,217
21707029,Xã Hạ Hòa,217
21707030,Xã Đan Thượng,217
21707031,Xã Yên Kỳ,217
21707032,Xã Vĩnh Chân,217
21707033,Xã Văn Lang,217
21707034,Xã Hiền Lương,217
21713035,Xã Cẩm Khê,217
21713036,Xã Phú Khê,217
21713037,Xã Hùng Việt,217
21713038,Xã Đồng Lương,217
21713039,Xã Tiên Lương,217
21713040,Xã Vân Bán,217
21717041,Xã Tam Nông,217
21717042,Xã Thọ Văn,217
21717043,Xã Vạn Xuân,217
21717044,Xã Hiền Quan,217
21723045,Xã Thanh Thuỷ,217
21723046,Xã Đào Xá,217
21723047,Xã Tu Vũ,217
21719048,Xã Thanh Sơn,217
21719049,Xã Võ Miếu,217
21719050,Xã Văn Miếu,217
21719051,Xã Cự Đồng,217
21719052,Xã Hương Cần,217
21719053,Xã Yên Sơn,217
21719054,Xã Khả Cửu,217
21720055,Xã Tân Sơn,217
21720056,Xã Minh Đài,217
21720057,Xã Lai Đồng,217
21720058,Xã Thu Cúc,217
21720059,Xã Xuân Đài,217
21720060,Xã Long Cốc,217
21715061,Xã Yên Lập,217
21715062,Xã Thượng Long,217
21715063,Xã Sơn Lương,217
21715064,Xã Xuân Viên,217
21715065,Xã Minh Hòa,217
21715066,Xã Trung Sơn,217
21915067,Xã Tam Sơn,217
21915068,Xã Sông Lô,217
21915069,Xã Hải Lựu,217
21915070,Xã Yên Lãng,217
21903071,Xã Lập Thạch,217
21903072,Xã Tiên Lữ,217
21903073,Xã Thái Hòa,217
21903074,Xã Liên Hòa,217
21903075,Xã Hợp Lý,217
21903076,Xã Sơn Đông,217
21904077,Xã Tam Đảo,217
21904078,Xã Đại Đình,217
21904079,Xã Đạo Trù,217
21905080,Xã Tam Dương,217
21905081,Xã Hội Thịnh,217
21905082,Xã Hoàng An,217
21905083,Xã Tam Dương Bắc,217
21907084,Xã Vĩnh Tường,217
21907085,Xã Thổ Tang,217
21907086,Xã Vĩnh Hưng,217
21907087,Xã Vĩnh An,217
21907088,Xã Vĩnh Phú,217
21907089,Xã Vĩnh Thành,217
21909090,Xã Yên Lạc,217
21909091,Xã Tề Lỗ,217
21909092,Xã Liên Châu,217
21909093,Xã Tam Hồng,217
21909094,Xã Nguyệt Đức,217
21913095,Xã Bình Nguyên,217
21913096,Xã Xuân Lãng,217
21913097,Xã Bình Xuyên,217
21913098,Xã Bình Tuyền,217
21901099,Phường Vĩnh Phúc,217
21901100,Phường Vĩnh Yên,217
21902101,Phường Phúc Yên,217
21902102,Phường Xuân Hòa,217
30510103,Xã Cao Phong,217
30510104,Xã Mường Thàng,217
30510105,Xã Thung Nai,217
30503106,Xã Đà Bắc,217
30503107,Xã Cao Sơn,217
30503108,Xã Đức Nhàn,217
30503109,Xã Quy Đức,217
30503110,Xã Tân Pheo,217
30503111,Xã Tiền Phong,217
30511112,Xã Kim Bôi,217
30511113,Xã Mường Động,217
30511114,Xã Dũng Tiến,217
30511115,Xã Hợp Kim,217
30511116,Xã Nật Sơn,217
30515117,Xã Lạc Sơn,217
30515118,Xã Mường Vang,217
30515119,Xã Đại Đồng,217
30515120,Xã Ngọc Sơn,217
30515121,Xã Nhân Nghĩa,217
30515122,Xã Quyết Thắng,217
30515123,Xã Thượng Cốc,217
30515124,Xã Yên Phú,217
30517125,Xã Lạc Thủy,217
30517126,Xã An Bình,217
30517127,Xã An Nghĩa,217
30509128,Xã Lương Sơn,217
30509129,Xã Cao Dương,217
30509130,Xã Liên Sơn,217
30505131,Xã Mai Châu,217
30505132,Xã Bao La,217
30505133,Xã Mai Hạ,217
30505134,Xã Pà Cò,217
30505135,Xã Tân Mai,217
30513136,Xã Tân Lạc,217
30513137,Xã Mường Bi,217
30513138,Xã Mường Hoa,217
30513139,Xã Toàn Thắng,217
30513140,Xã Vân Sơn,217
30519141,Xã Yên Thủy,217
30519142,Xã Lạc Lương,217
30519143,Xã Yên Trị,217
30501144,Xã Thịnh Minh,217
30501145,Phường Hoà Bình,217
30501146,Phường Kỳ Sơn,217
30501147,Phường Tân Hoà,217
30501148,Phường Thống Nhất,217
30101001,Xã Mường Phăng,301
30101002,Phường Điện Biên Phủ,301
30101003,Phường Mường Thanh,301
30103004,Phường Mường Lay,301
30117005,Xã Thanh Nưa,301
30117006,Xã Thanh An,301
30117007,Xã Thanh Yên,301
30117008,Xã Sam Mứn,301
30117009,Xã Núa Ngam,301
30117010,Xã Mường Nhà,301
30115011,Xã Tuần Giáo,301
30115012,Xã Quài Tở,301
30115013,Xã Mường Mùn,301
30115014,Xã Pú Nhung,301
30115015,Xã Chiềng Sinh,301
30113016,Xã Tủa Chùa,301
30113017,Xã Sín Chải,301
30113018,Xã Sính Phình,301
30113019,Xã Tủa Thàng,301
30113020,Xã Sáng Nhè,301
30111021,Xã Na Sang,301
30111022,Xã Mường Tùng,301
30111023,Xã Pa Ham,301
30111024,Xã Nậm Nèn,301
30111025,Xã Mường Pồn,301
30119026,Xã Na Son,301
30119027,Xã Xa Dung,301
30119028,Xã Pu Nhi,301
30119029,Xã Mường Luân,301
30119030,Xã Tìa Dình,301
30119031,Xã Phình Giàng,301
30123032,Xã Mường Chà,301
30123033,Xã Nà Hỳ,301
30123034,Xã Nà Bủng,301
30123035,Xã Chà Tở,301
30123036,Xã Si Pa Phìn,301
30104037,Xã Mường Nhé,301
30104038,Xã Sín Thầu,301
30104039,Xã Mường Toong,301
30104040,Xã Nậm Kè,301
30104041,Xã Quảng Lâm,301
30121042,Xã Mường Ảng,301
30121043,Xã Nà Tấu,301
30121044,Xã Búng Lao,301
30121045,Xã Mường Lạn,301
30209001,Xã Mường Kim,302
30209002,Xã Khoen On,302
30209003,Xã Than Uyên,302
30209004,Xã Mường Than,302
30211005,Xã Pắc Ta,302
30211006,Xã Nậm Sỏ,302
30211007,Xã Tân Uyên,302
30211008,Xã Mường Khoa,302
30205009,Xã Bản Bo,302
30205010,Xã Bình Lư,302
30205011,Xã Tả Lèng,302
30205012,Xã Khun Há,302
30202013,Phường Tân Phong,302
30202014,Phường Đoàn Kết,302
30203015,Xã Sin Suối Hồ,302
30203016,Xã Phong Thổ,302
30203017,Xã Sì Lở Lầu,302
30203018,Xã Dào San,302
30203019,Xã Khổng Lào,302
30207020,Xã Tủa Sín Chải,302
30207021,Xã Sìn Hồ,302
30207022,Xã Hồng Thu,302
30207023,Xã Nậm Tăm,302
30207024,Xã Pu Sam Cáp,302
30207025,Xã Nậm Cuổi,302
30207026,Xã Nậm Mạ,302
30213027,Xã Lê Lợi,302
30213028,Xã Nậm Hàng,302
30213029,Xã Mường Mô,302
30213030,Xã Hua Bum,302
30213031,Xã Pa Tần,302
30201032,Xã Bum Nưa,302
30201033,Xã Bum Tở,302
30201034,Xã Mường Tè,302
30201035,Xã Thu Lũm,302
30201036,Xã Pa Ủ,302
30201037,Xã Tà Tổng,302
30201038,Xã Mù Cả,302
30301001,Phường Tô Hiệu,303
30301002,Phường Chiềng An,303
30301003,Phường Chiềng Cơi,303
30301004,Phường Chiềng Sinh,303
30319005,Phường Mộc Châu,303
30319006,Phường Mộc Sơn,303
30319007,Phường Vân Sơn,303
30319008,Phường Thảo Nguyên,303
30319009,Xã Đoàn Kết,303
30319010,Xã Lóng Sập,303
30319011,Xã Chiềng Sơn,303
30323012,Xã Vân Hồ,303
30323013,Xã Song Khủa,303
30323014,Xã Tô Múa,303
30323015,Xã Xuân Nha,303
30303016,Xã Quỳnh Nhai,303
30303017,Xã Mường Chiên,303
30303018,Xã Mường Giôn,303
30303019,Xã Mường Sại,303
30307020,Xã Thuận Châu,303
30307021,Xã Chiềng La,303
30307022,Xã Nậm Lầu,303
30307023,Xã Muổi Nọi,303
30307024,Xã Mường Khiêng,303
30307025,Xã Co Mạ,303
30307026,Xã Bình Thuận,303
30307027,Xã Mường É,303
30307028,Xã Long Hẹ,303
30305029,Xã Mường La,303
30305030,Xã Chiềng Lao,303
30305031,Xã Mường Bú,303
30305032,Xã Chiềng Hoa,303
30309033,Xã Bắc Yên,303
30309034,Xã Tà Xùa,303
30309035,Xã Tạ Khoa,303
30309036,Xã Xím Vàng,303
30309037,Xã Pắc Ngà,303
30309038,Xã Chiềng Sại,303
30311039,Xã Phù Yên,303
30311040,Xã Gia Phù,303
30311041,Xã Tường Hạ,303
30311042,Xã Mường Cơi,303
30311043,Xã Mường Bang,303
30311044,Xã Tân Phong,303
30311045,Xã Kim Bon,303
30317046,Xã Yên Châu,303
30317047,Xã Chiềng Hặc,303
30317048,Xã Lóng Phiêng,303
30317049,Xã Yên Sơn,303
30313050,Xã Chiềng Mai,303
30313051,Xã Mai Sơn,303
30313052,Xã Phiêng Pằn,303
30313053,Xã Chiềng Mung,303
30313054,Xã Phiêng Cằm,303
30313055,Xã Mường Chanh,303
30313056,Xã Tà Hộc,303
30313057,Xã Chiềng Sung,303
30315058,Xã Bó Sinh,303
30315059,Xã Chiềng Khương,303
30315060,Xã Mường Hung,303
30315061,Xã Chiềng Khoong,303
30315062,Xã Mường Lầm,303
30315063,Xã Nậm Ty,303
30315064,Xã Sông Mã,303
30315065,Xã Huổi Một,303
30315066,Xã Chiềng Sơ,303
30321067,Xã Sốp Cộp,303
30321068,Xã Púng Bánh,303
30319069,Xã Tân Yên,303
30307070,Xã Mường Bám,303
30305071,Xã Ngọc Chiến,303
30311072,Xã Suối Tọ,303
30317073,Xã Phiêng Khoài,303
30321074,Xã Mường Lạn,303
30321075,Xã Mường Lèo,303
40101001,Phường Hạc Thành,401
40101002,Phường Quảng Phú,401
40101003,Phường Đông Quang,401
40101004,Phường Đông Sơn,401
40101005,Phường Đông Tiến,401
40101006,Phường Hàm Rồng,401
40101007,Phường Nguyệt Viên,401
40105008,Phường Sầm Sơn,401
40105009,Phường Nam Sầm Sơn,401
40103010,Phường Bỉm Sơn,401
40103011,Phường Quang Trung,401
40153012,Phường Ngọc Sơn,401
40153013,Phường Tân Dân,401
40153014,Phường Hải Lĩnh,401
40153015,Phường Tĩnh Gia,401
40153016,Phường Đào Duy Tư,401
40153017,Phường Hải Bình,401
40153018,Phường Trúc Lâm,401
40153019,Phường Nghi Sơn,401
40153020,Xã Các Sơn,401
40153021,Xã Trường Lâm,401
40131022,Xã Hà Trung,401
40131023,Xã Tống Sơn,401
40131024,Xã Hà Long,401
40131025,Xã Hoạt Giang,401
40131026,Xã Lĩnh Toại,401
40139027,Xã Triệu Lộc,401
40139028,Xã Đông Thành,401
40139029,Xã Hậu Lộc,401
40139030,Xã Hoa Lộc,401
40139031,Xã Vạn Lộc,401
40133032,Xã Nga Sơn,401
40133033,Xã Nga Thắng,401
40133034,Xã Hồ Vương,401
40133035,Xã Tân Tiến,401
40133036,Xã Nga An,401
40133037,Xã Ba Đình,401
40143038,Xã Hoằng Hóa,401
40143039,Xã Hoằng Tiến,401
40143040,Xã Hoằng Thanh,401
40143041,Xã Hoằng Lộc,401
40143042,Xã Hoằng Châu,401
40143043,Xã Hoằng Sơn,401
40143044,Xã Hoằng Phú,401
40143045,Xã Hoằng Giang,401
40149046,Xã Lưu Vệ,401
40149047,Xã Quảng Yên,401
40149048,Xã Quảng Ngọc,401
40149049,Xã Quảng Ninh,401
40149050,Xã Quảng Bình,401
40149051,Xã Tiên Trang,401
40149052,Xã Quảng Chính,401
40151053,Xã Nông Cống,401
40151054,Xã Thắng Lợi,401
40151055,Xã Trung Chính,401
40151056,Xã Trường Văn,401
40151057,Xã Thăng Bình,401
40151058,Xã Tượng Lĩnh,401
40151059,Xã Công Chính,401
40141060,Xã Thiệu Hóa,401
40141061,Xã Thiệu Quang,401
40141062,Xã Thiệu Tiến,401
40141063,Xã Thiệu Toán,401
40141064,Xã Thiệu Trung,401
40135065,Xã Yên Định,401
40135066,Xã Yên Trường,401
40135067,Xã Yên Phú,401
40135068,Xã Quý Lộc,401
40135069,Xã Yên Ninh,401
40135070,Xã Định Tân,401
40135071,Xã Định Hoà,401
40137072,Xã Thọ Xuân,401
40137073,Xã Thọ Long,401
40137074,Xã Xuân Hoà,401
40137075,Xã Sao Vàng,401
40137076,Xã Lam Sơn,401
40137077,Xã Thọ Lập,401
40137078,Xã Xuân Tín,401
40137079,Xã Xuân Lập,401
40129080,Xã Vĩnh Lộc,401
40129081,Xã Tây Đô,401
40129082,Xã Biện Thượng,401
40147083,Xã Triệu Sơn,401
40147084,Xã Thọ Bình,401
40147085,Xã Thọ Ngọc,401
40147086,Xã Thọ Phú,401
40147087,Xã Hợp Tiến,401
40147088,Xã An Nông,401
40147089,Xã Tân Ninh,401
40147090,Xã Đồng Tiến,401
40107091,Xã Mường Chanh,401
40107092,Xã Quang Chiểu,401
40107093,Xã Tam chung,401
40107094,Xã Mường Lát,401
40107095,Xã Pù Nhi,401
40107096,Xã Nhi Sơn,401
40107097,Xã Mường Lý,401
40107098,Xã Trung Lý,401
40109099,Xã Hồi Xuân,401
40109100,Xã Nam Xuân,401
40109101,Xã Thiên Phủ,401
40109102,Xã Hiền Kiệt,401
40109103,Xã Phú Xuân,401
40109104,Xã Phú Lệ,401
40109105,Xã Trung Thành,401
40109106,Xã Trung Sơn,401
40111107,Xã Na Mèo,401
40111108,Xã Sơn Thủy,401
40111109,Xã Sơn Điện,401
40111110,Xã Mường Mìn,401
40111111,Xã Tam Thanh,401
40111112,Xã Tam Lư,401
40111113,Xã Quan Sơn,401
40111114,Xã Trung Hạ,401
40117115,Xã Linh Sơn,401
40117116,Xã Đồng Lương,401
40117117,Xã Văn Phú,401
40117118,Xã Giao An,401
40117119,Xã Yên Khương,401
40117120,Xã Yên Thắng,401
40113121,Xã Văn Nho,401
40113122,Xã Thiết Ống,401
40113123,Xã Bá Thước,401
40113124,Xã Cổ Lũng,401
40113125,Xã Pù Luông,401
40113126,Xã Điền Lư,401
40113127,Xã Điền Quang,401
40113128,Xã Quý Lương,401
40121129,Xã Ngọc Lặc,401
40121130,Xã Thạch Lập,401
40121131,Xã Ngọc Liên,401
40121132,Xã Minh Sơn,401
40121133,Xã Nguyệt Ấn,401
40121134,Xã Kiên Thọ,401
40115135,Xã Cẩm Thạch,401
40115136,Xã Cẩm Thủy,401
40115137,Xã Cẩm Tú,401
40115138,Xã Cẩm Vân,401
40115139,Xã Cẩm Tân,401
40119140,Xã Kim Tân,401
40119141,Xã Vân Du,401
40119142,Xã Ngọc Trạo,401
40119143,Xã Thạch Bình,401
40119144,Xã Thành Vinh,401
40119145,Xã Thạch Quảng,401
40125146,Xã Như Xuân,401
40125147,Xã Thượng Ninh,401
40125148,Xã Xuân Bình,401
40125149,Xã Hóa Quỳ,401
40125150,Xã Thanh Quân,401
40125151,Xã Thanh Phong,401
40127152,Xã Xuân Du,401
40127153,Xã Mậu Lâm,401
40127154,Xã Như Thanh,401
40127155,Xã Yên Thọ,401
40127156,Xã Xuân Thái,401
40127157,Xã Thanh Kỳ,401
40123158,Xã Bát Mọt,401
40123159,Xã Yên Nhân,401
40123160,Xã Lương Sơn,401
40123161,Xã Thường Xuân,401
40123162,Xã Luận Thành,401
40123163,Xã Tân Thành,401
40123164,Xã Vạn Xuân,401
40123165,Xã Thắng Lộc,401
40123166,Xã Xuân Chinh,401
40327001,Xã Anh Sơn,403
40327002,Xã Yên Xuân,403
40327003,Xã Nhân Hoà,403
40327004,Xã Anh Sơn Đông,403
40327005,Xã Vĩnh Tường,403
40327006,Xã Thành Bình Thọ,403
40321007,Xã Con Cuông,403
40321008,Xã Môn Sơn,403
40321009,Xã Mậu Thạch,403
40321010,Xã Cam Phục,403
40321011,Xã Châu Khê,403
40321012,Xã Bình Chuẩn,403
40325013,Xã Diễn Châu,403
40325014,Xã Đức Châu,403
40325015,Xã Quảng Châu,403
40325016,Xã Hải Châu,403
40325017,Xã Tân Châu,403
40325018,Xã An Châu,403
40325019,Xã Minh Châu,403
40325020,Xã Hùng Châu,403
40329021,Xã Đô Lương,403
40329022,Xã Bạch Ngọc,403
40329023,Xã Văn Hiến,403
40329024,Xã Bạch Hà,403
40329025,Xã Thuần Trung,403
40329026,Xã Lương Sơn,403
40339027,Phường Hoàng Mai,403
40339028,Phường Tân Mai,403
40339029,Phường Quỳnh Mai,403
40337030,Xã Hưng Nguyên,403
40337031,Xã Yên Trung,403
40337032,Xã Hưng Nguyên Nam,403
40337033,Xã Lam Thành,403
40309034,Xã Mường Xén,403
40309035,Xã Hữu Kiệm,403
40309036,Xã Nậm Cắn,403
40309037,Xã Chiêu Lưu,403
40309038,Xã Na Loi,403
40309039,Xã Mường Típ,403
40309040,Xã Na Ngoi,403
40309041,Xã Mỹ Lý,403
40309042,Xã Bắc Lý,403
40309043,Xã Keng Đu,403
40309044,Xã Huồi Tụ,403
40309045,Xã Mường Lống,403
40335046,Xã Vạn An,403
40335047,Xã Nam Đàn,403
40335048,Xã Đại Huệ,403
40335049,Xã Thiên Nhẫn,403
40335050,Xã Kim Liên,403
40313051,Xã Nghĩa Đàn,403
40313052,Xã Nghĩa Thọ,403
40313053,Xã Nghĩa Lâm,403
40313054,Xã Nghĩa Mai,403
40313055,Xã Nghĩa Hưng,403
40313056,Xã Nghĩa Khánh,403
40313057,Xã Nghĩa Lộc,403
40333058,Xã Nghi Lộc,403
40333059,Xã Phúc Lộc,403
40333060,Xã Đông Lộc,403
40333061,Xã Trung Lộc,403
40333062,Xã Thần Lĩnh,403
40333063,Xã Hải Lộc,403
40333064,Xã Văn Kiều,403
40305065,Xã Quế Phong,403
40305066,Xã Tiền Phong,403
40305067,Xã Tri Lễ,403
40305068,Xã Mường Quàng,403
40305069,Xã Thông Thụ,403
40307070,Xã Quỳ Châu,403
40307071,Xã Châu Tiến,403
40307072,Xã Hùng Chân,403
40307073,Xã Châu Bình,403
40311074,Xã Quỳ Hợp,403
40311075,Xã Tam Hợp,403
40311076,Xã Châu Lộc,403
40311077,Xã Châu Hồng,403
40311078,Xã Mường Ham,403
40311079,Xã Mường Chọng,403
40311080,Xã Minh Hợp,403
40317081,Xã Quỳnh Lưu,403
40317082,Xã Quỳnh Văn,403
40317083,Xã Quỳnh Anh,403
40317084,Xã Quỳnh Tam,403
40317085,Xã Quỳnh Phú,403
40317086,Xã Quỳnh Sơn,403
40317087,Xã Quỳnh Thắng,403
40319088,Xã Tân Kỳ,403
40319089,Xã Tân Phú,403
40319090,Xã Tân An,403
40319091,Xã Nghĩa Đồng,403
40319092,Xã Giai Xuân,403
40319093,Xã Nghĩa Hành,403
40319094,Xã Tiên Đồng,403
40314095,Phường Thái Hoà,403
40314096,Phường Tây Hiếu,403
40314097,Xã Đông Hiếu,403
40331098,Xã Cát Ngạn,403
40331099,Xã Tam Đồng,403
40331100,Xã Hạnh Lâm,403
40331101,Xã Sơn Lâm,403
40331102,Xã Hoa Quân,403
40331103,Xã Kim Bảng,403
40331104,Xã Bích Hào,403
40331105,Xã Đại Đồng,403
40331106,Xã Xuân Lâm,403
40315107,Xã Tam Quang,403
40315108,Xã Tam Thái,403
40315109,Xã Tương Dương,403
40315110,Xã Lượng Minh,403
40315111,Xã Yên Na,403
40315112,Xã Yên Hoà,403
40315113,Xã Nga My,403
40315114,Xã Hữu Khuông,403
40315115,Xã Nhôn Mai,403
40301116,Phường Trường Vinh,403
40301117,Phường Thành Vinh,403
40301118,Phường Vinh Hưng,403
40301119,Phường Vinh Phú,403
40301120,Phường Vinh Lộc,403
40301121,Phường Cửa Lò,403
40323122,Xã Yên Thành,403
40323123,Xã Quan Thành,403
40323124,Xã Hợp Minh,403
40323125,Xã Vân Tụ,403
40323126,Xã Vân Du,403
40323127,Xã Quang Đồng,403
40323128,Xã Giai Lạc,403
40323129,Xã Bình Minh,403
40323130,Xã Đông Thành,403
40520001,Phường Sông Trí,405
40520002,Phường Hải Ninh,405
40520003,Phường Hoành Sơn,405
40520004,Phường Vũng Áng,405
40519005,Xã Kỳ Xuân,405
40519006,Xã Kỳ Anh,405
40519007,Xã Kỳ Hoa,405
40519008,Xã Kỳ Văn,405
40519009,Xã Kỳ Khang,405
40519010,Xã Kỳ Lạc,405
40519011,Xã Kỳ Thượng,405
40515012,Xã Cẩm Xuyên,405
40515013,Xã Thiên Cầm,405
40515014,Xã Cẩm Duệ,405
40515015,Xã Cẩm Hưng,405
40515016,Xã Cẩm Lạc,405
40515017,Xã Cẩm Trung,405
40515018,Xã Yên Hoà,405
40501019,Phường Thành Sen,405
40501020,Phường Trần Phú,405
40501021,Phường Hà Huy Tập,405
40501022,Xã Thạch Lạc,405
40501023,Xã Đồng Tiến,405
40501024,Xã Thạch Khê,405
40501025,Xã Cẩm Bình,405
40513026,Xã Thạch Hà,405
40513027,Xã Toàn Lưu,405
40513028,Xã Việt Xuyên,405
40513029,Xã Đông Kinh,405
40513030,Xã Thạch Xuân,405
40513031,Xã Lộc Hà,405
40513032,Xã Hồng Lộc,405
40513033,Xã Mai Phụ,405
40511034,Xã Can Lộc,405
40511035,Xã Tùng Lộc,405
40511036,Xã Gia Hanh,405
40511037,Xã Trường Lưu,405
40511038,Xã Xuân Lộc,405
40511039,Xã Đồng Lộc,405
40503040,Phường Bắc Hồng Lĩnh,405
40503041,Phường Nam Hồng Lĩnh,405
40505042,Xã Tiên Điền,405
40505043,Xã Nghi Xuân,405
40505044,Xã Cổ Đạm,405
40505045,Xã Đan Hải,405
40507046,Xã Đức Thọ,405
40507047,Xã Đức Quang,405
40507048,Xã Đức Đồng,405
40507049,Xã Đức Thịnh,405
40507050,Xã Đức Minh,405
40509051,Xã Hương Sơn,405
40509052,Xã Sơn Tây,405
40509053,Xã Tứ Mỹ,405
40509054,Xã Sơn Giang,405
40509055,Xã Sơn Tiến,405
40509056,Xã Sơn Hồng,405
40509057,Xã Kim Hoa,405
40521058,Xã Vũ Quang,405
40521059,Xã Mai Hoa,405
40521060,Xã Thượng Đức,405
40517061,Xã Hương Khê,405
40517062,Xã Hương Phố,405
40517063,Xã Hương Đô,405
40517064,Xã Hà Linh,405
40517065,Xã Hương Bình,405
40517066,Xã Phúc Trạch,405
40517067,Xã Hương Xuân,405
40509068,Xã Sơn Kim 1,405
40509069,Xã Sơn Kim 2,405
40701001,Phường Đồng Hới,409
40701002,Phường Đồng Thuận,409
40701003,Phường Đồng Sơn,409
40715004,Xã Nam Gianh,409
40715005,Xã Nam Ba Đồn,409
40715006,Phường Ba Đồn,409
40715007,Phường Bắc Gianh,409
40705008,Xã Dân Hóa,409
40705009,Xã Kim Điền,409
40705010,Xã Kim Phú,409
40705011,Xã Minh Hóa,409
40705012,Xã Tân Thành,409
40703013,Xã Tuyên Lâm,409
40703014,Xã Tuyên Sơn,409
40703015,Xã Đồng Lê,409
40703016,Xã Tuyên Phú,409
40703017,Xã Tuyên Bình,409
40703018,Xã Tuyên Hóa,409
40707019,Xã Tân Gianh,409
40707020,Xã Trung Thuần,409
40707021,Xã Quảng Trạch,409
40707022,Xã Hoà Trạch,409
40707023,Xã Phú Trạch,409
40709024,Xã Thượng Trạch,409
40709025,Xã Phong Nha,409
40709026,Xã Bắc Trạch,409
40709027,Xã Đông Trạch,409
40709028,Xã Hoàn Lão,409
40709029,Xã Bố Trạch,409
40709030,Xã Nam Trạch,409
40711031,Xã Quảng Ninh,409
40711032,Xã Ninh Châu,409
40711033,Xã Trường Ninh,409
40711034,Xã Trường Sơn,409
40713035,Xã Lệ Thủy,409
40713036,Xã Cam Hồng,409
40713037,Xã Sen Ngư,409
40713038,Xã Tân Mỹ,409
40713039,Xã Trường Phú,409
